ID	Pattern #	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4
Simulated_feature_group_E_106	5	1	0	0	5	13	6	4	1	0	0	1	0	13	0	0	7	0	0	5	1	0	1	0	0	1	1	9	0	0	1	3	0	8	3	0	640	1	2912	8	13	593	13	1384	4212	238	10	285	1297	222	6	2827	220	997	0	377	142	439	184	4787	242	66	558	154	0	130	2700	69	2033	609	4	2708	2	46	2418	39	4	652	125	839	249	123	0	94	2078	2989	3911	1313	0	195	1602	1417	45	663	255	62	2299	1540	716	6780	209	427	3908	91	67	67	1772	45	40	682	142	1037	24	218	32	78	905	0	540	1	278	270	5	770	128	313	2310	3	579	182	25	693	291	1162	380	40	632	107	182	76	0
Simulated_feature_group_E_107	4	234	134	1	519	1	2	32	1	21	0	560	0	110	0	0	18	12	2	26	0	0	22	96	98	0	55	25	9	55	339	0	2	0	202	2	216864	2781	15101	5618	14614	13668	34131	784	9576	184	72026	17	338	9518	4085	676	29	38947	13355	8	4874	31399	0	112588	205713	97021	17414	193859	8	83435	472	24100	181104	8	133	49451	0	904	10147	29946	243385	9002	28	2224	7207	60926	509	70661	152225	14464	266	821	120986	15389	393	2985	2866	1542	6	51613	66726	10373	85443	3810	8677	2664	328694	6940	1056	24379	261104	298167	325	118426	594	585	1817	49965	72463	1526	23609	321	829	14082	219109	28	199697	4	20	101	0	556	1211	8688	3781	188657	16	326	91384	34646	92887	252	1888	69818	17756
Simulated_feature_group_E_108	4	82	845	0	106	108	19	55	797	16	417	354	23	215	0	156	17	0	0	0	405	0	307	418	321	0	0	116	0	151	410	19	351	2	1559	167	5403	13695	34987	75299	291492	33284	378	60097	18663	19686	46179	10791	1099	726510	121	88048	154274	458712	26170	951	299948	74	9416	64162	1901	154830	160	33177	0	384	31795	1	1144	4884	8592	118	34950	4809	422404	599551	334093	1377	47461	168068	1532	818769	106685	3064	925	4478	2939	4496	149	405592	36843	2	0	9023	0	10525	1259	5417	31149	6662	314	35620	2	8101	2494	55548	2486	61430	93414	24209	3006	166183	6905	140260	3556	241034	4434	269126	46822	19558	123653	7	5881	103635	9	18	481	820	24994	255967	189	668	29729	103	55641	9286	107	23260	695211	236005	65611
Simulated_feature_group_E_109	4	0	200	429	184	530	1241	360	104	362	109	7	7	434	299	440	12	0	89	21	1384	3	38	0	0	0	1500	0	187	29	31	368	154	113	195	115	14831	48375	14950	51329	13881	32953	1064	13343	378	169950	5262	64567	4421	20102	91160	64507	56676	8949	6058	417711	47169	105530	251250	1599	3963	153258	22135	0	7131	9505	116649	146422	9575	54	9513	33478	0	96268	27523	43580	6239	83670	154655	1	54	143279	284	26962	554	354164	177	0	947274	166622	253464	189204	46665	24	163028	3350	166621	5	845	323563	1	5104	16779	52895	5	6331	10201	10580	42475	29	736	15666	458985	6340	103340	446	11436	354	279	284356	8	2203	29590	1849	14381	71602	21815	2055	80241	1600	105590	18046	33655	393	1114	77	1	315	63	357	1025
Simulated_feature_group_E_110	4	25	46	15	2	15	1	83	85	51	11	3	20	121	120	56	1	0	148	185	23	8	124	3	1	18	86	40	60	0	25	15	74	15	109	0	39150	3801	2199	2290	230	838	40169	1041	25207	12805	1445	4252	18398	2851	9224	1179	158531	42485	12852	29	1282	5050	54037	2280	5707	8465	4628	108126	1055	126	26388	625	55999	1532	56394	3819	24070	150	506	21623	1572	41575	0	56267	37893	6037	1766	14164	18050	1073	8232	1900	99	14309	50942	34585	114284	17357	1621	12758	6175	7864	20330	55192	2743	185	28100	388	8	273	81262	592	15722	5476	11589	3719	8625	29	1125	1066	810	8575	1251	1017	2261	61230	3002	4515	357	767	10098	4542	18904	23658	41	4694	338	1440	3193	4993	30974	53	18983	7236	7075
Simulated_feature_group_E_111	2	170	4	1030	18	42	87	4	0	0	0	1	398	242	0	123	82	21	1	0	7	5	86	465	0	0	0	0	0	0	42	24	135	0	29	0	11664	68	14075	236	0	0	1800	153	10253	13523	15	2706	40822	15	7357	33622	3	76	24813	6438	2934	89486	2785	39	349	2438	111	1580	4726	0	1176	21945	7352	39005	18340	1296	5565	1681	123	4026	100	533	6	2984	4342	410	4	3	8214	50956	2664	2	7	0	89498	26727	30890	109399	56431	4395	810	2598	18	38356	0	3422	577	1359	24206	1131	13496	6	20	40	3843	0	109	2502	35341	626	50	6090	35304	7640	6657	0	18605	201595	3140	72624	16340	2446	52125	643	4102	3	3866	8227	3	19772	9660	20006	99549	29617	3
Simulated_feature_group_E_112	5	0	0	2	0	40	5	4	3	6	37	5	0	6	28	0	0	0	0	0	2	1	3	0	26	0	0	22	0	3	2	0	8	1	3	0	15524	727	1733	14	373	15985	69	231	5478	21	2	90	213	0	345	955	0	196	7	3318	37	2983	860	0	756	46	4863	6651	14748	531	9	5799	5	2055	29	0	1656	2813	34	336	21	849	698	12235	415	1426	97	905	118	355	85	5616	5849	3434	1074	838	287	8918	358	18492	1941	76	796	4	337	1017	1278	207	160	3835	26	1097	5957	0	54	2537	418	411	302	1140	2534	343	72	25	99	6	1852	0	500	0	7706	328	6106	6931	4022	0	9854	33	0	2427	712	5	7513	2	303
Simulated_feature_group_E_113	4	57	10	2	0	133	5	153	59	64	568	5	0	51	28	28	0	71	54	921	0	97	118	148	20	276	158	30	2	0	41	112	0	2	5	5	27558	24	3886	4511	263962	146	54685	32	5271	148152	19140	7701	723	4170	235	16	25331	224509	4343	0	11235	7	0	153451	79340	15497	155774	0	14380	19	21415	381077	0	12	2181	24550	197485	5991	22750	34193	6	111854	2175	23618	928	10352	17	52623	2768	41018	0	4821	72255	265	2204	20825	31122	22776	32658	49897	11066	1833	249048	193	43	5838	30265	15794	1805	0	63812	16	11149	21832	10924	1125	302	22929	2474	45321	17592	96	23943	176202	480	13733	1221	270	66944	14478	85645	5346	23355	45701	55915	69083	431	147273	12936	22837	124402	17170	54	10724	626
Simulated_feature_group_E_115	5	10	0	17	0	1	2	0	7	10	5	0	0	41	40	0	0	8	6	0	0	27	1	0	0	45	2	0	3	11	15	9	0	12	93	8	11048	1327	38406	74	9563	3560	19	32505	7692	11429	3	21874	27122	364	11230	1704	94	79	2098	385	3647	7500	10090	33271	13799	9772	57	850	0	33676	0	29	1064	20806	18843	481	0	454	770	0	12660	8	7149	15554	6	26871	112	16063	0	1953	292	22999	23270	1940	8901	0	21	8775	28247	26	9008	17	452	15	488	1659	7932	91	1207	16844	114	2287	2281	87	4825	681	342	39	0	1081	675	58718	1011	278	892	7790	1295	614	67289	0	0	7196	834	337	109	1609	443	3740	361	2975	90	15	0	4	5
Simulated_feature_group_E_116	4	3	1	0	18	23	17	149	116	137	2	0	4	21	204	129	64	1	24	26	92	4	58	128	122	18	0	66	314	93	0	0	1	0	488	344	190832	32084	4	785	294	42875	582397	7400	1842	7727	113498	15408	127	17088	324	17541	25656	89855	14323	111138	61	24790	115154	38742	28590	19010	96937	3138	8272	365	7694	35446	60903	3275	5278	6220	7514	11323	228	18159	5328	2411	206220	83752	0	90	6254	5792	20	2936	3466	49764	104340	14430	4417	57666	4650	9	994	3908	16	69597	6557	41763	222309	1995	77457	5188	498274	22430	12381	256409	24625	100432	66015	1328	81512	1808	154403	348	958	3195	22471	21	8	9354	4	166247	189335	28969	177	3435	4710	10370	15522	1872	9473	547	2477	234	314	64830	29321	121094	68165
Simulated_feature_group_E_118	4	345	8491	648	6	65	114	6519	8187	1685	107	0	323	104	2016	126	1530	0	22	3	1	496	879	0	10733	89	3839	0	4881	1136	0	6726	526	51252	14420	9132	323709	2287260	244928	435732	2095500	103838	329207	9627	10406500	332037	392	76836	137928	637896	30337	257666	328931	623822	723698	3329710	67691	977444	142488	4878550	946	2789340	497	10843	1272350	2596320	1960160	34410	1096450	195591	1743	1699	607376	133737	348533	273367	1240220	127541	279	48	3916	2122	258	35349	14241	25401	2080960	126563	6931750	314389	4	12221	42337	1077110	384873	948478	1389	24655	43391	988296	651945	50471	707113	28403	230	199469	213091	137554	2742	12135	931712	3485640	14532	2543	17516	1928	3501190	430981	5121	737604	2049940	565727	4535590	2509530	154479	1091740	1689	108592	2111630	144586	1897890	131015	269324	1004	3020750	2655730	373680	1343	1988790	327	641201
Simulated_feature_group_E_119	4	62	7	0	32	32	3	8	19	0	4	41	57	88	13	18	20	12	10	37	45	2	48	12	69	3	21	37	17	1	5	22	4	44	0	13	1067	22020	1386	4298	5528	5652	586	573	2572	619	10679	11780	6275	14284	5304	8466	981	4152	6	3177	11794	10	37082	969	54940	11391	13184	18992	7	3901	7234	1346	43677	2729	5420	41117	11954	1454	1008	341	4765	13853	1717	4273	3655	4258	2500	7867	27	8409	4782	1201	6107	1510	3795	1115	1610	18896	989	29933	1662	2376	1921	2422	5880	3818	1516	1976	6871	2167	1968	18073	212	6285	145	113	3130	8	5648	1434	33708	41160	21518	12997	306	196	4614	7454	7056	1605	8881	3	10788	2253	8359	1757	29212	18854	16	6996	48	1123	588	33045	17756
Simulated_feature_group_E_120	5	322	0	0	280	381	2	113	0	31	1	210	322	0	25	1	0	0	0	0	0	134	0	20	5	444	8	0	23	2	16	29	174	225	5	0	28944	20575	3526	3133	4199	51052	882	19994	115774	1	46172	24792	15559	1310	6317	99802	2035	7362	4634	2467	5	99	469	944	34714	3491	125	3624	24327	233	139	76	24672	2109	2247	11274	4683	0	43	269	535	0	153809	648	491	1681	4	1644	5913	16959	14	1489	245	10	5193	0	1805	12235	8537	557	87760	62	42006	12110	234408	0	83	132	64	70427	730	248	40	1739	0	6326	0	1665	3781	91969	5844	2	54	110522	20908	992	2538	25689	33007	16493	29211	296	250	2440	45306	6	12	10	2646	24985	0	585	190980	2136	86490
Simulated_feature_group_E_121	4	80	17	1	109	0	0	118	2	795	19	15	5	0	13	451	3	54	218	54	31	17	185	848	0	1	1	1	38	32	234	11	0	2	64	10	867	288	1677	93878	172	51657	20	1099	1048	3489	38684	15236	68563	35	638	5470	39539	42728	47100	380	6805	2288	11	15	1948	239	11571	905	394	7773	11987	251	267	59858	14074	5174	34	39873	3388	83555	2385	2	209677	65358	9885	36217	38629	24087	41	1236	18508	5913	28	2055	5361	164	5759	50311	27	5651	73597	3718	83370	74167	32322	153	1136	205882	937	15069	3733	1020	329	3525	0	30918	12397	24767	2344	61617	15877	12717	76783	0	30510	9685	27570	122	406	32472	757	0	9006	90743	162550	52648	70	528	1326	22773	11237	557	86745	160825	4200
Simulated_feature_group_E_122	4	1	226	0	75	27	100	238	0	428	0	59	1	56	1	104	662	1	0	43	539	118	2	1	0	0	169	21	152	52	0	100	2	70	932	43	1076	63541	459	518131	1632	475	395952	970605	18295	997	254	13	45777	13681	102566	126384	303	130	1949	106950	10529	78986	38829	557	41265	309878	8209	200	8325	234695	12414	1262	105615	3	11802	28948	17918	2786	49860	16265	9	63	584465	3	1919	102	8110	6766	3468	45963	70440	21685	42	356997	12638	62	3	185	209	24301	3997	36357	89710	263	54348	392	90018	71131	265223	218181	35104	60518	40587	2371	131225	4615	369	6174	219641	29315	797	39098	338	2569	840	8851	5143	161	60442	3963	34096	17229	653	109171	3268	134141	43364	243	284	816	956	5	89230	11	29899
Simulated_feature_group_E_123	4	15	1	55	111	27	10	220	4	52	0	0	0	126	0	6	436	0	3	3	375	3	69	160	28	32	134	5	147	248	167	203	517	32	1	0	120990	13	36110	31830	207	15791	0	5308	985	1996	124883	5703	0	104	34897	86749	2623	6085	8442	0	67836	37409	14735	40790	84583	426	0	118	103345	83515	671	120	100564	29512	140	8253	3430	16	8982	7259	10917	83397	3190	3978	136867	46729	31	1637	4690	809	8	100340	14815	23964	31473	57911	11	19906	8395	38285	26	0	23	5124	0	147207	273	1	3600	118627	61327	92735	1282	68005	73550	10938	41983	149520	74232	57455	22522	13	47219	2016	38	366	32436	4253	41789	382	181	42469	34396	230	50658	1504	4	1195	2249	40	14393	25612	6761	5997	2735
Simulated_feature_group_E_124	4	25	1	309	23	9	0	1230	68	641	48	651	148	16	586	117	0	565	9	43	92	6	134	3	10	2	0	1	507	371	18	627	12	1510	301	0	813	11950	125184	21	918	2814	4084	75	417098	38253	167210	1288	18241	174	199524	26419	264857	1	245629	1656	61589	237332	713	32297	30	0	59065	9646	23492	247105	75	323309	15425	2497	18489	1062	196	8	4332	66939	14014	91754	19689	129	99547	147263	0	6444	406969	5	254371	726	11647	20276	24841	139790	41920	73206	186	1549	4379	1518	15894	155077	8015	272613	7243	599	41	11137	360183	1182	143362	4808	17076	2914	7559	721	3	4996	140056	1581	49204	5811	6764	74	58450	18370	118842	82296	36	55783	98689	1	73506	3174	45	175	2360	4062	177489	16372	160	141293	347
Simulated_feature_group_E_125	4	24	46	602	587	162	19	88	450	68	324	292	81	219	43	154	148	86	63	16	206	52	35	116	216	28	16	100	221	148	21	186	26	52	108	72	201241	152732	50997	23057	68506	55	101235	4316	19824	10264	212253	715	43645	15049	10740	2989	16132	190500	158932	4279	12121	39463	273	306908	89646	168482	14066	372	26088	66912	25529	103944	31097	13991	10953	111643	40248	51392	92189	45107	20643	14307	66219	27958	31929	6531	66348	9476	28456	94469	23706	63	64989	12523	77772	5443	151324	9081	31415	168280	12552	37879	4329	11995	11515	190133	45636	13886	94890	36514	28492	83634	168129	31855	96057	11	37185	49025	88516	51	55046	15568	18515	44075	3624	41167	11213	44313	4841	11059	48280	14587	299	70994	91603	55396	15994	4849	764	47157	39393	30098	44969	11860	58023
Simulated_feature_group_E_126	5	40	11	68	24	6	0	2	1	31	10	36	1	4	16	0	5	0	46	17	5	10	3	2	0	54	49	28	0	8	3	62	0	23	9	5	1434	27453	785	2458	910	25767	22845	792	1087	52706	2559	1847	21559	13093	3799	2391	15540	45784	3748	15879	98	9163	5060	3725	10227	3671	38345	3031	1295	15999	728	156	19457	5380	480	7133	19253	36	10	1646	1568	15333	2069	0	655	17443	34	86	15291	127	10846	39842	96	7606	468	154	10617	4533	7498	5158	9681	19356	1926	20068	4251	1339	85	2563	0	114	2375	22079	616	238	673	18292	11349	1300	3478	18893	7	5213	596	1551	52	1	1	1372	6599	254	919	1291	2819	245	3546	0	2615	3591	15481	906	43	573	6423	606	4839
Simulated_feature_group_E_128	4	367	544	18	115	88	1493	133	685	150	1	186	79	4	0	102	1210	419	1574	947	1012	580	201	1	507	1	3	146	358	669	712	1099	893	574	18	1473	35566	302	127472	220480	946	99021	442437	99246	308649	10461	5659	92610	5193	23391	42486	3705	40886	19480	2675	42459	32429	39173	21305	142353	116	136957	45462	193530	2213	17579	38047	153881	87386	15945	453442	6923	212320	364955	530	22379	3857	17954	35296	144281	45040	6896	36276	22582	173347	76591	584003	6123	1213	240317	80521	18130	133849	898	210956	1209	884858	59436	294	20189	126185	54806	124622	7646	7088	1269170	158161	155935	484111	181175	77438	47314	16261	732	217168	82055	9975	63425	87405	3845	77129	51243	111183	69350	90726	16	143042	10971	75100	52118	3171	226226	321059	332068	17687	16579	104817	89844	76313	283487	127304
Simulated_feature_group_E_129	4	0	3	132	37	5	18	176	5	17	0	1	0	22	8	9	7	28	72	59	6	3	104	4	2	75	22	48	32	29	39	10	22	98	59	3	8079	11360	335	15643	6068	8134	26921	576	957	3138	17093	14	5639	7374	3217	43938	37622	23426	1524	235	84	2502	1952	10	5079	9613	14956	4583	4024	8105	1838	1000	33797	12090	11563	1024	7064	2871	11271	3018	31520	14712	2136	8627	15390	194	15808	1466	7752	10771	16547	22650	4377	9708	426	703	4958	858	6829	5180	8767	3173	23416	6831	2268	67	43974	18867	27200	130	2005	14	4071	255	676	1870	4220	5386	6992	10216	8048	7050	2306	399	21	8492	7378	5597	4935	6767	3938	12589	1033	8377	9611	20187	6386	13423	614	10662	6817	27605	6963	14	417
Simulated_feature_group_E_130	4	520	551	126	97	169	1781	17	1	2714	210	61	2689	1575	52	77	1	55	0	22	368	156	100	214	0	30	1	2210	1828	41	726	1139	0	160	18	93	376204	290718	90359	61991	2013	984647	55601	281	132157	31	31	185624	82906	15011	852270	23485	2	15610	197652	0	4953	23869	935	64623	14734	1267910	15256	260	9699	26	198237	3051	2721	369451	703754	9820	48716	594765	99894	10652	22131	354	48223	108602	101388	63410	47141	93470	18655	456	85773	177309	7	3070	13	374465	131095	3674	46149	1213770	371	139068	467	497	885718	10840	31541	74587	8417	9	99	9201	55	65980	111148	1260520	10639	6221	204012	8773	2685	27345	105	0	100354	1402	275451	671374	74	89262	232872	15226	753	54634	59001	207983	2	45328	369843	7585	75644	27066	103271	150340	138135
Simulated_feature_group_E_131	4	21	42	16	52	166	20	475	14	38	22	193	134	42	34	38	8	22	7	43	159	237	357	70	154	273	260	236	293	53	51	21	116	252	116	110	583	30703	48086	3050	55045	9581	8485	7513	23384	46719	103019	8582	12315	20736	3591	49186	3629	19873	30987	49042	37328	50468	114761	3323	91313	48754	63334	48506	20364	9330	15	3010	189463	35857	44524	3389	45509	5762	62463	2598	104798	18785	20201	81702	74148	52016	1085	34573	51564	43356	37723	6953	25866	1001	30226	50678	20215	10969	12673	14170	26949	60376	3144	10149	8386	204733	1396	123053	60218	11938	44451	30058	4551	111865	94408	17370	13209	20968	10523	52782	34215	119052	37361	16952	32004	57587	72638	10455	34816	10988	29673	11340	17725	32646	7871	20832	33032	9444	3847	15464	14933	67012	98731	22594	6540
Simulated_feature_group_E_132	4	75	84	316	343	89	144	1	34	0	1	1	0	0	21	16	1	39	231	24	9	0	8	0	3	54	0	11	19	1	4	0	10	0	12	16	110721	111555	602	86926	6588	368	5536	91673	10794	358	1400	0	4497	14787	2595	215	0	37827	240391	23903	12777	33899	33465	212	7389	5	2500	0	1338	72494	8	125342	20208	306	2235	3	7860	14729	5	30726	2326	6474	33236	2	27926	2334	1811	77623	140175	687	28196	488	1397	41772	3489	25419	36426	38115	36207	1643	57407	120	44097	29461	26327	1610	7400	122	3487	9926	5926	26	435	959	3	17427	127428	7855	34767	262	2719	21481	37429	5439	9932	3749	164	2123	54122	76	902	26009	67861	15	11007	16	75441	94	334	7314	11528	1195	6792	9942	738
Simulated_feature_group_E_133	5	0	18	24	0	11	1	342	2	0	11	77	0	0	16	2	1	10	50	175	0	147	3	0	38	0	9	7	15	13	3	0	0	20	3	0	43	0	77	758	363	5487	2267	1498	3996	31550	4819	195	21793	810	234	0	3	632	11340	355	779	263	11164	891	24	92	70	1595	4870	33664	599	724	5834	2951	1359	635	5981	19973	16	9668	21624	27843	1403	0	21	2214	18	3522	2255	0	306	0	22685	1860	1626	61	58	8498	41709	2702	409	2279	5713	1425	920	991	3230	27	45391	12	0	5771	3312	504	21448	7124	3869	0	77	39	11696	9153	63884	635	362	1320	4	1506	1273	983	2575	4887	35	865	0	31200	1049	0	4975	631	5884	325	374	29812	3839
Simulated_feature_group_E_134	4	76	1	47	109	6	444	36	3	0	12	18	5	6	273	4	54	64	8	143	0	12	463	0	64	2	0	47	71	0	3	1	1	16	54	73	427	13268	11052	0	448	1752	17059	15642	3536	20959	17337	20948	0	33	85948	0	21303	7265	486	738	118	0	1086	31	8492	36	824	1276	51	2939	263747	1161	47	22876	93266	7	24405	4831	47097	32883	52	66592	30280	1296	149	7248	12628	585	43287	179054	5899	145269	4641	1959	123141	1373	11644	119	1056	32817	0	682	1563	186997	379	44	860	66821	214226	1041	3449	39	10754	62056	67387	2912	226691	19298	36717	60468	443	2039	6434	129	4272	3340	28917	23	26907	2195	16842	12550	4274	34509	3665	4652	2958	34	5996	8316	26077	2323	25081	11683	241
Simulated_feature_group_E_135	4	959	46	659	1292	3	169	372	45	469	18	2352	6	8	2021	0	1	4	2521	106	2369	2167	13	85	1	4351	17	615	21	572	196	116	0	15	6	1085	72256	1172	23256	64153	3748	713614	256419	1888630	624271	171725	170873	5235	43728	32002	137	30082	16620	85259	294691	92567	199920	8628	205516	334884	0	656742	22265	196076	91335	361269	301044	29	0	11	69	8	573002	326952	4975	877	114453	137043	20316	535306	532832	645	79	372645	544	3004	23346	98133	27995	109262	264	248255	89452	541654	16268	2026	192576	163952	14997	556546	551034	25267	7671	425	5692	91	5473050	587890	537209	128395	218743	0	5	16	284234	184019	257009	8321	7745	58	1366180	7916	193783	930637	66633	38790	11893	1429470	10417	106023	29942	474369	449564	46356	345311	0	103022	1413520	127836	217057	369047
Simulated_feature_group_E_136	1	410	139	0	34	294	8	71	0	24	118	60	9	54	11	240	56	1	0	753	839	104	226	0	0	0	5	7	59	1499	446	0	0	62	498	10	6613	66661	60873	99552	33526	7900	251862	5270	3	734	140	178	15043	34707	4	7952	655	1	190	5	34507	2	11988	129	75	5	2	133804	12772	185	834	496	3439	14	293	8	332	17116	97985	141486	46	37993	0	3586	3	48746	184451	3053	77347	15255	228620	2108	30	21321	33430	0	195	5	44242	3723	18360	189	886	10553	18582	103	38	19909	10822	324	32208	1264	20	4263	369	203	2205	30073	7014	1828	48	64067	53898	1550	288	140372	365	30017	618	20628	1166	2707	71	1	25954	26247	59478	10908	656	30461	3141	4268	10117	2681	12987
Simulated_feature_group_E_137	4	429	1483	822	998	1297	445	1386	656	589	952	884	779	730	478	415	487	676	1480	1063	882	1275	686	372	1328	786	553	328	820	764	887	1454	427	374	1064	1325	153771	395955	112819	199058	167258	311571	463765	436470	165694	115385	138836	183476	117760	270989	116167	307368	278300	124245	204020	256418	194740	153928	170531	258370	249528	84946	258064	188505	242502	316886	436278	293940	276385	243308	282055	206539	108924	241523	269090	496088	278695	217969	409934	195180	333369	160437	245780	100325	146449	200298	227530	429684	477974	398296	293170	304817	234429	342424	492721	125733	261236	129847	150513	197098	132256	239067	251290	217945	182475	98507	210795	172596	60433	277610	150099	276167	227660	244008	267767	370747	338253	181089	200221	154641	114400	192520	172246	236159	139479	168641	283050	173167	156607	313781	233536	106925	334883	328496	115834	103859	371256	77431	97573	228781	150062
Simulated_feature_group_E_138	4	6	5	4	65	0	25	1	41	6	24	98	15	5	28	0	3	2	42	12	0	4	0	0	0	8	47	1	0	0	13	0	3	0	8	0	630	1898	14954	0	8262	18	3211	12	12424	71860	18302	27870	83	3477	485	1649	19065	9640	20721	19468	1839	5305	47830	1084	5	22	19318	12	3490	12500	13	666	9	41377	536	25714	0	34798	8675	705	19337	1345	17117	71449	9522	972	52	191777	12372	769	14221	18	15383	467	776	15304	20361	231	11228	18557	479	314	34770	31	1794	3052	5834	1960	235	395	20033	24599	9601	4519	0	47524	25322	657	26143	11815	178	50	15953	22569	10655	1391	1081	5	9234	3	2058	1893	117	2669	2122	28397	3828	358	26520	6429	299	96	320	129	1991
Simulated_feature_group_E_139	5	110	219	45	0	4	49	0	66	0	0	405	27	0	0	62	3	36	0	0	26	47	0	128	8	1	59	79	89	0	0	15	0	347	28	20	464	50842	1	402	371	1	294099	25707	5956	923	76	99	20406	13539	36484	0	28	227	15300	1793	36018	14	1962	7635	69590	1	10834	29497	565	2	2478	17047	6349	28799	24797	5442	1714	709	15647	37184	23544	0	1216	144	1766	0	15160	11610	2106	6054	9860	10699	5814	148	7341	190	0	21047	122	488	82	0	4395	1652	10525	2873	88328	12948	4662	55	39057	418	18078	1210	55319	8	9127	1181	1687	118	29011	11331	1	12969	10176	19200	8	64	15735	716	46715	265	38	0	143	77	78218	13198	8529	18721	12436	235	276	5536	335
Simulated_feature_group_E_140	2	0	0	141	11	85	0	13	31	5	3	12	7	64	0	16	1	0	2	165	0	121	0	4	0	7	0	70	0	0	46	11	262	0	2	0	5284	77	7041	3	11856	1494	4545	2580	1	30160	313	5776	959	8927	17	10857	55	16	8115	12916	4879	15	40637	253	3	604	1497	1890	13	41	3794	154	20	0	177	3334	446	20641	5388	33151	16773	8091	6666	11049	51	1636	23	29252	83	1538	3000	538	4840	41	2	34750	908	10	178	3833	1498	13	5571	322	9597	1	1015	11522	7006	10	60	0	7288	16985	889	35435	1750	1	87	12612	5975	23936	1271	12568	30296	3	48557	124	0	584	4532	1436	1332	3	109	274	0	6	43	1324	18140	14830	5	4871	132
Simulated_feature_group_E_141	5	166	5	0	8	5	0	0	30	3	42	147	0	66	2	0	60	32	41	9	6	0	3	4	10	91	0	12	0	0	0	0	0	5	4	26	51819	10	844	7098	11	103	1658	7716	0	1447	84639	217	23496	2903	16	0	26019	3	648	14	57875	58	4736	27189	0	51	24636	4264	23509	1012	18843	11683	13155	16	5605	8529	3	5902	0	179	42884	0	18550	77660	163	3986	733	2	442	22	178	21633	33	19	25984	37	77	10	1533	139	1277	452	584	722	28	9313	7860	1538	162	146	7353	243	1568	1159	35	0	6746	7086	15168	1172	1222	0	627	135	17686	28	38	12031	6858	149	1656	5161	58228	148	5216	13	1393	901	6753	2036	580	666	20	3	27133
Simulated_feature_group_E_142	2	0	35	0	0	1	0	1	5	19	67	41	0	1	4	17	17	2	16	1	0	8	382	0	0	19	6	6	42	20	0	0	12	63	0	0	0	1411	33760	192	3420	15	23371	2	0	19	21	0	65	45326	649	10	9140	679	6	8050	36499	53	17198	1074	5905	1321	95	277	50	382	9345	833	1147	0	1685	23832	1530	3071	117	1091	210	16653	9347	3924	26	624	1865	238	295	855	3658	2347	1	2	2471	3855	87	1837	2028	2049	82	33317	0	1	0	7147	14703	1674	0	3905	1448	282	1773	363	0	2109	2964	130	15592	0	13932	3721	248	11048	962	0	93	14249	364	11519	1110	2023	22617	291	6191	13122	56	2	3740	710	2663	5859	23395	59516	631
Simulated_feature_group_E_143	5	6	2	0	0	1	0	1	0	0	9	16	2	1	0	6	8	0	0	2	0	0	2	0	4	0	6	0	15	3	0	0	0	0	2	54	2	14218	6332	489	308	944	1470	51	732	336	68	1	1286	463	494	0	263	6	63	211	18	156	4597	58	4879	83	3361	0	1840	0	670	935	258	2	683	0	34	183	880	362	1267	2986	1314	0	30	18	664	10	3283	56	13227	12	1	292	0	44	5003	24036	0	2498	1286	280	95	2087	37	9	1848	261	336	83	118	1287	939	0	11	7	64	372	17	1789	10	0	3461	55	684	52	38	0	473	242	0	11	3918	2615	131	823	17819	845	30	15	3951	3419	2	163	0
Simulated_feature_group_E_144	2	83	1	10	10	35	0	16	0	2	3	18	0	1	17	0	1	0	38	10	3	3	4	10	0	54	5	0	0	7	5	41	5	7	0	1	163	2	642	133	50	1368	854	1568	8	4500	11293	689	154	1022	545	8027	3871	501	7	6827	7539	14594	231	9689	122	59	4706	3082	232	5398	2791	69	22	198	0	59	142	317	9902	242	61	2908	1963	2167	39	1416	5	1918	2	3252	1680	1606	11190	155	1541	513	7651	160	1788	6102	2795	222	9448	1050	64	534	1019	0	9079	742	384	9	2	9	14486	110	14835	16996	622	250	5268	110	141	6134	192	225	2622	4	131	1113	10154	1345	8881	15205	156	708	2	0	694	530	35306	78	411	1443	671
